Nasdaq Traded,Symbol,Company Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares,Symbol_Clean,Sector,source,confidence
Y,A,"Agilent Technologies, Inc. Common Stock",N, ,N,100.0,N,,A,A,N,A,Industrials,Nasdaq,100.0
Y,AA,Alcoa Corporation Common Stock ,N, ,N,100.0,N,,AA,AA,N,AA,Industrials,Nasdaq,100.0
Y,AAL,"American Airlines Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AAL,N,AAL,Consumer Discretionary,Nasdaq,100.0
Y,AAME,Atlantic American Corporation - Common Stock,Q,G,N,100.0,N,N,,AAME,N,AAME,Finance,Nasdaq,100.0
Y,AAN,"Aaron's, Inc. Common Stock",N, ,N,100.0,N,,AAN,AAN,N,AAN,Real Estate,Wikipedia-High,20.0
Y,AAOI,"Applied Optoelectronics, Inc. - Common Stock",Q,G,N,100.0,N,N,,AAOI,N,AAOI,Technology,Nasdaq,100.0
Y,AAON,"AAON, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AAON,N,AAON,Industrials,Nasdaq,100.0
Y,AAP,Advance Auto Parts Inc Advance Auto Parts Inc W/I,N, ,N,100.0,N,,AAP,AAP,N,AAP,Consumer Discretionary,Nasdaq,100.0
Y,AAPL,Apple Inc. - Common Stock,Q,Q,N,100.0,N,N,,AAPL,N,AAPL,Technology,Nasdaq,100.0
Y,AAT,"American Assets Trust, Inc. Common Stock",N, ,N,100.0,N,,AAT,AAT,N,AAT,Real Estate,Nasdaq,100.0
Y,AAU,"Almaden Minerals, Ltd. Common Shares",A, ,N,100.0,N,,AAU,AAU,N,AAU,Materials,Name-Match,60.0
Y,AAWW,Atlas Air Worldwide Holdings - Common Stock,Q,Q,N,100.0,N,N,,AAWW,N,AAWW,Industrials,Wikipedia-High,42.5
Y,AAXN,"Axon Enterprise, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AAXN,N,AAXN,Technology,Wikipedia-High,95.5
Y,ABB,ABB Ltd Common Stock,N, ,N,100.0,N,,ABB,ABB,N,ABB,Industrials,Wikipedia-Medium,30.0
Y,ABBV,AbbVie Inc. Common Stock,N, ,N,100.0,N,,ABBV,ABBV,N,ABBV,Health Care,Nasdaq,100.0
Y,ABC,AmerisourceBergen Corporation Common Stock,N, ,N,100.0,N,,ABC,ABC,N,ABC,Healthcare,Wikipedia-High,174.0
Y,ABCB,Ameris Bancorp - Common Stock,Q,Q,N,100.0,N,N,,ABCB,N,ABCB,Finance,Nasdaq,100.0
Y,ABEO,Abeona Therapeutics Inc. - Common Stock,Q,S,N,100.0,N,N,,ABEO,N,ABEO,Health Care,Nasdaq,100.0
Y,ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),N, ,N,100.0,N,,ABEV,ABEV,N,ABEV,Consumer Staples,Nasdaq,100.0
Y,ABG,Asbury Automotive Group Inc Common Stock,N, ,N,100.0,N,,ABG,ABG,N,ABG,Consumer Discretionary,Nasdaq,100.0
Y,ABIO,"ARCA biopharma, Inc. - Common Stock",Q,S,N,100.0,N,N,,ABIO,N,ABIO,Healthcare,Name-Match,60.0
Y,ABM,ABM Industries Incorporated Common Stock,N, ,N,100.0,N,,ABM,ABM,N,ABM,Consumer Discretionary,Nasdaq,100.0
Y,ABMD,"ABIOMED, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ABMD,N,ABMD,Healthcare,Wikipedia-High,340.5
Y,ABR,Arbor Realty Trust Common Stock,N, ,N,100.0,N,,ABR,ABR,N,ABR,Real Estate,Nasdaq,100.0
Y,ABT,Abbott Laboratories Common Stock,N, ,N,100.0,N,,ABT,ABT,N,ABT,Health Care,Nasdaq,100.0
Y,ABTX,"Allegiance Bancshares, Inc. - Common Stock",Q,G,N,100.0,N,N,,ABTX,N,ABTX,Financial,AnnualReports-Success,29.0
Y,ABUS,Arbutus Biopharma Corporation - Common Stock,Q,Q,N,100.0,N,N,,ABUS,N,ABUS,Health Care,Nasdaq,100.0
Y,AC,"Associated Capital Group, Inc. Common Stock",N, ,N,100.0,N,,AC,AC,N,AC,Financial,Wikipedia-High,337.5
Y,ACA,"Arcosa, Inc. Common Stock ",N, ,N,100.0,N,,ACA,ACA,N,ACA,Industrials,Nasdaq,100.0
Y,ACAD,ACADIA Pharmaceuticals Inc. - Common Stock,Q,Q,N,100.0,N,N,,ACAD,N,ACAD,Health Care,Nasdaq,100.0
Y,ACAM,Acamar Partners Acquisition Corp. - Class A Common Stock,Q,S,N,100.0,N,N,,ACAM,N,ACAM,Consumer Discretionary,AnnualReports-Success,22.0
Y,ACAMU,Acamar Partners Acquisition Corp. - Units,Q,S,N,100.0,N,N,,ACAMU,N,ACAMU,Consumer Discretionary,AnnualReports-Success,22.0
Y,ACBI,"Atlantic Capital Bancshares, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ACBI,N,ACBI,Financial,Wikipedia-High,385.0
Y,ACC,American Campus Communities Inc Common Stock,N, ,N,100.0,N,,ACC,ACC,N,ACC,Technology,Wikipedia-High,150.5
Y,ACCO,Acco Brands Corporation Common Stock,N, ,N,100.0,N,,ACCO,ACCO,N,ACCO,Consumer Discretionary,Nasdaq,100.0
Y,ACEL,"Accel Entertainment, Inc. ",N, ,N,100.0,N,,ACEL,ACEL,N,ACEL,Consumer Discretionary,Nasdaq,100.0
Y,ACER,Acer Therapeutics Inc. - Common Stock,Q,S,N,100.0,N,N,,ACER,N,ACER,Healthcare,Name-Match,180.0
Y,ACGL,Arch Capital Group Ltd. - Common Stock,Q,Q,N,100.0,N,N,,ACGL,N,ACGL,Finance,Nasdaq,100.0
Y,ACH,Aluminum Corporation of China Limited American Depositary Shares,N, ,N,100.0,N,,ACH,ACH,N,ACH,Materials,Name-Match,60.0
Y,ACHC,"Acadia Healthcare Company, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ACHC,N,ACHC,Health Care,Nasdaq,100.0
Y,ACIA,"Acacia Communications, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ACIA,N,ACIA,Communication Services,Name-Match,24.0
Y,ACIU,AC Immune SA - Common Stock,Q,G,N,100.0,N,N,,ACIU,N,ACIU,Health Care,Nasdaq,100.0
Y,ACIW,"ACI Worldwide, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ACIW,N,ACIW,Technology,Nasdaq,100.0
Y,ACLS,"Axcelis Technologies, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ACLS,N,ACLS,Technology,Nasdaq,100.0
Y,ACM,AECOM Common Stock,N, ,N,100.0,N,,ACM,ACM,N,ACM,Consumer Discretionary,Nasdaq,100.0
Y,ACMR,"ACM Research, Inc. - Class A Common Stock",Q,G,N,100.0,N,N,,ACMR,N,ACMR,Technology,Nasdaq,100.0
Y,ACN,Accenture plc Class A Ordinary Shares (Ireland),N, ,N,100.0,N,,ACN,ACN,N,ACN,Real Estate,Nasdaq,100.0
Y,ACNB,ACNB Corporation - Common Stock,Q,S,N,100.0,N,N,,ACNB,N,ACNB,Finance,Nasdaq,100.0
Y,ACOR,"Acorda Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ACOR,N,ACOR,Healthcare,Name-Match,180.0
Y,ACRE,Ares Commercial Real Estate Corporation Common Stock,N, ,N,100.0,N,,ACRE,ACRE,N,ACRE,Real Estate,Nasdaq,100.0
Y,ACRS,"Aclaris Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ACRS,N,ACRS,Health Care,Nasdaq,100.0
Y,ACRX,"AcelRx Pharmaceuticals, Inc. - Common Stock",Q,G,N,100.0,N,N,,ACRX,N,ACRX,Healthcare,Name-Match,180.0
Y,ACST,"Acasti Pharma, Inc. - Class A Common Stock",Q,S,N,100.0,N,D,,ACST,N,ACST,Healthcare,Name-Match,60.0
Y,ACTG,Acacia Research Corporation - Common Stock,Q,Q,N,100.0,N,N,,ACTG,N,ACTG,Miscellaneous,Nasdaq,100.0
Y,ACTT,Act II Global Acquisition Corp. - Class A Ordinary Shares,Q,S,N,100.0,N,N,,ACTT,N,ACTT,Materials,Wikipedia-High,44.5
Y,ACTTU,Act II Global Acquisition Corp. - Unit,Q,S,N,100.0,N,N,,ACTTU,N,ACTTU,Technology,Wikipedia-High,49.0
Y,ACU,Acme United Corporation. Common Stock,A, ,N,100.0,N,,ACU,ACU,N,ACU,Consumer Discretionary,Nasdaq,100.0
Y,ACY,AeroCentury Corp. Common Stock,A, ,N,100.0,N,,ACY,ACY,N,ACY,Industrials,Wikipedia-High,130.5
Y,ADBE,Adobe Inc. - Common Stock,Q,Q,N,100.0,N,N,,ADBE,N,ADBE,Technology,Nasdaq,100.0
Y,ADC,Agree Realty Corporation Common Stock,N, ,N,100.0,N,,ADC,ADC,N,ADC,Real Estate,Nasdaq,100.0
Y,ADES,"Advanced Emissions Solutions, Inc. - Common Stock",Q,G,N,100.0,N,N,,ADES,N,ADES,Technology,Wikipedia-High,100.5
Y,ADI,"Analog Devices, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ADI,N,ADI,Technology,Nasdaq,100.0
Y,ADIL,"Adial Pharmaceuticals, Inc - Common Stock",Q,S,N,100.0,N,N,,ADIL,N,ADIL,Health Care,Nasdaq,100.0
Y,ADM,Archer-Daniels-Midland Company Common Stock,N, ,N,100.0,N,,ADM,ADM,N,ADM,Consumer Staples,Nasdaq,100.0
Y,ADMA,ADMA Biologics Inc - Common Stock,Q,G,N,100.0,N,N,,ADMA,N,ADMA,Health Care,Nasdaq,100.0
Y,ADMP,Adamis Pharmaceuticals Corporation - Common Stock,Q,S,N,100.0,N,D,,ADMP,N,ADMP,Healthcare,Name-Match,180.0
Y,ADMS,"Adamas Pharmaceuticals, Inc. - Common Stock",Q,G,N,100.0,N,N,,ADMS,N,ADMS,Healthcare,Name-Match,180.0
Y,ADNT,Adient plc Ordinary Shares ,N, ,N,100.0,N,,ADNT,ADNT,N,ADNT,Consumer Discretionary,Nasdaq,100.0
Y,ADP,"Automatic Data Processing, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ADP,N,ADP,Industrials,Nasdaq,100.0
Y,ADPT,Adaptive Biotechnologies Corporation - Common Stock,Q,Q,N,100.0,N,N,,ADPT,N,ADPT,Health Care,Nasdaq,100.0
Y,ADRO,"Aduro Biotech, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ADRO,N,ADRO,Healthcare,Name-Match,120.0
Y,ADS,Alliance Data Systems Corporation Common Stock,N, ,N,100.0,N,,ADS,ADS,N,ADS,Technology,Wikipedia-High,21.0
Y,ADSK,"Autodesk, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ADSK,N,ADSK,Technology,Nasdaq,100.0
Y,ADSW,"Advanced Disposal Services, Inc. Common Stock",N, ,N,100.0,N,,ADSW,ADSW,N,ADSW,Technology,Wikipedia-High,165.0
Y,ADT,ADT Inc. Common Stock,N, ,N,100.0,N,,ADT,ADT,N,ADT,Consumer Discretionary,Nasdaq,100.0
Y,ADTN,"ADTRAN, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ADTN,N,ADTN,Utilities,Nasdaq,100.0
Y,ADUS,Addus HomeCare Corporation - Common Stock,Q,Q,N,100.0,N,E,,ADUS,N,ADUS,Health Care,Nasdaq,100.0
Y,ADVM,"Adverum Biotechnologies, Inc. - Common Stock",Q,G,N,100.0,N,N,,ADVM,N,ADVM,Health Care,Nasdaq,100.0
Y,ADX,Adams Diversified Equity Fund Inc.,N, ,N,100.0,N,,ADX,ADX,N,ADX,Finance,Nasdaq,100.0
Y,ADXS,"Advaxis, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ADXS,N,ADXS,Healthcare,Groq-Success,100.0
Y,AE,"Adams Resources & Energy, Inc. Common Stock",A, ,N,100.0,N,,AE,AE,N,AE,Energy,Name-Match,60.0
Y,AEE,Ameren Corporation Common Stock,N, ,N,100.0,N,,AEE,AEE,N,AEE,Utilities,Nasdaq,100.0
Y,AEF,"Aberdeen Emerging Markets Equity Income Fund, Inc. Common Stock",A, ,N,100.0,N,,AEF,AEF,N,AEF,Finance,Nasdaq,100.0
Y,AEG,AEGON N.V. Common Stock,N, ,N,100.0,N,,AEG,AEG,N,AEG,Finance,Nasdaq,100.0
Y,AEGN,Aegion Corp - Class A Common Stock,Q,Q,N,100.0,N,N,,AEGN,N,AEGN,Industrials,Groq-Success,100.0
Y,AEHR,Aehr Test Systems - Common Stock,Q,S,N,100.0,N,N,,AEHR,N,AEHR,Industrials,Nasdaq,100.0
Y,AEIS,"Advanced Energy Industries, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AEIS,N,AEIS,Technology,Nasdaq,100.0
Y,AEL,American Equity Investment Life Holding Company Common Stock,N, ,N,100.0,N,,AEL,AEL,N,AEL,Financial,Name-Match,60.0
Y,AEM,Agnico Eagle Mines Limited Common Stock,N, ,N,100.0,N,,AEM,AEM,N,AEM,Basic Materials,Nasdaq,100.0
Y,AEMD,"Aethlon Medical, Inc. - Common Stock",Q,S,N,100.0,N,N,,AEMD,N,AEMD,Health Care,Nasdaq,100.0
Y,AEO,"American Eagle Outfitters, Inc. Common Stock",N, ,N,100.0,N,,AEO,AEO,N,AEO,Consumer Discretionary,Nasdaq,100.0
Y,AEP,"American Electric Power Company, Inc. Common Stock",N, ,N,100.0,N,,AEP,AEP,N,AEP,Utilities,Nasdaq,100.0
Y,AER,AerCap Holdings N.V. Ordinary Shares,N, ,N,100.0,N,,AER,AER,N,AER,Consumer Discretionary,Nasdaq,100.0
Y,AERI,"Aerie Pharmaceuticals, Inc. - Common Stock",Q,G,N,100.0,N,N,,AERI,N,AERI,Healthcare,Name-Match,180.0
Y,AES,The AES Corporation Common Stock,N, ,N,100.0,N,,AES,AES,N,AES,Utilities,Nasdaq,100.0
Y,AESE,"Allied Esports Entertainment, Inc. - Common Stock",Q,S,N,100.0,N,N,,AESE,N,AESE,Communication Services,Name-Match,60.0
Y,AEY,"ADDvantage Technologies Group, Inc. - Common Stock",Q,G,N,100.0,N,N,,AEY,N,AEY,Communication Services,AnnualReports-Success,71.0
Y,AEYE,"AudioEye, Inc. - Common Stock",Q,S,N,100.0,N,N,,AEYE,N,AEYE,Technology,Nasdaq,100.0
Y,AEZS,Aeterna Zentaris Inc. - Common Stock,Q,S,N,100.0,N,N,,AEZS,N,AEZS,Healthcare,AnnualReports-Success,132.0
Y,AFB,AllianceBernstein National Municipal Income Fund Inc,N, ,N,100.0,N,,AFB,AFB,N,AFB,Finance,Nasdaq,100.0
Y,AFG,"American Financial Group, Inc. Common Stock",N, ,N,100.0,N,,AFG,AFG,N,AFG,Finance,Nasdaq,100.0
Y,AFH,"Atlas Financial Holdings, Inc. - Ordinary Shares",Q,S,N,100.0,N,H,,AFH,N,AFH,Financial,Name-Match,24.0
Y,AFI,"Armstrong Flooring, Inc. Common Stock",N, ,N,100.0,N,,AFI,AFI,N,AFI,Industrials,Wikipedia-High,73.5
Y,AFIN,"American Finance Trust, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,AFIN,N,AFIN,Financial,Name-Match,60.0
Y,AFL,AFLAC Incorporated Common Stock,N, ,N,100.0,N,,AFL,AFL,N,AFL,Finance,Nasdaq,100.0
Y,AFMD,Affimed N.V. - Common Stock,Q,G,N,100.0,N,N,,AFMD,N,AFMD,Healthcare,AnnualReports-Success,162.0
Y,AFT,Apollo Senior Floating Rate Fund Inc. Common Stock,N, ,N,100.0,N,,AFT,AFT,N,AFT,Financial,Wikipedia-High,168.5
Y,AG,First Majestic Silver Corp. Ordinary Shares (Canada),N, ,N,100.0,N,,AG,AG,N,AG,Basic Materials,Nasdaq,100.0
Y,AGBA,AGBA Acquisition Limited - Ordinary Share,Q,S,N,100.0,N,N,,AGBA,N,AGBA,Technology,AnnualReports-Success,48.0
Y,AGCO,AGCO Corporation Common Stock,N, ,N,100.0,N,,AGCO,AGCO,N,AGCO,Industrials,Nasdaq,100.0
Y,AGE,"AgeX Therapeutics, Inc. Common Stock",A, ,N,100.0,N,,AGE,AGE,N,AGE,Healthcare,Name-Match,180.0
Y,AGEN,Agenus Inc. - Common Stock,Q,S,N,100.0,N,N,,AGEN,N,AGEN,Health Care,Nasdaq,100.0
Y,AGFS,"AgroFresh Solutions, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AGFS,N,AGFS,Energy,Wikipedia-High,23.5
Y,AGI,Alamos Gold Inc. Class A Common Shares,N, ,N,100.0,N,,AGI,AGI,N,AGI,Basic Materials,Nasdaq,100.0
Y,AGIO,"Agios Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AGIO,N,AGIO,Health Care,Nasdaq,100.0
Y,AGLE,"Aeglea BioTherapeutics, Inc. - Common Stock",Q,G,N,100.0,N,N,,AGLE,N,AGLE,Healthcare,Name-Match,180.0
Y,AGM,Federal Agricultural Mortgage Corporation Common Stock,N, ,N,100.0,N,,AGM,AGM,N,AGM,Finance,Nasdaq,100.0
Y,AGMH,AGM Group Holdings Inc. - Class A Ordinary Shares,Q,S,N,100.0,N,D,,AGMH,N,AGMH,Technology,Nasdaq,100.0
Y,AGN,Allergan plc Ordinary Shares,N, ,N,100.0,N,,AGN,AGN,N,AGN,Healthcare,Wikipedia-High,184.5
Y,AGNC,AGNC Investment Corp. - Common Stock,Q,Q,N,100.0,N,N,,AGNC,N,AGNC,Real Estate,Nasdaq,100.0
Y,AGO,Assured Guaranty Ltd. Common Stock,N, ,N,100.0,N,,AGO,AGO,N,AGO,Finance,Nasdaq,100.0
Y,AGR,"Avangrid, Inc. Common Stock",N, ,N,100.0,N,,AGR,AGR,N,AGR,Energy,Wikipedia-High,238.5
Y,AGRO,Adecoagro S.A. Common Shares,N, ,N,100.0,N,,AGRO,AGRO,N,AGRO,Consumer Staples,Nasdaq,100.0
Y,AGRX,"Agile Therapeutics, Inc. - Common Stock",Q,S,N,100.0,N,N,,AGRX,N,AGRX,Healthcare,Name-Match,180.0
Y,AGS,"PlayAGS, Inc. Common Stock",N, ,N,100.0,N,,AGS,AGS,N,AGS,Communication Services,Wikipedia-High,112.5
Y,AGTC,Applied Genetic Technologies Corporation - Common Stock,Q,G,N,100.0,N,N,,AGTC,N,AGTC,Technology,Name-Match,24.0
Y,AGX,"Argan, Inc. Common Stock",N, ,N,100.0,N,,AGX,AGX,N,AGX,Consumer Discretionary,Nasdaq,100.0
Y,AGYS,"Agilysys, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AGYS,N,AGYS,Technology,Nasdaq,100.0
Y,AHC,A.H. Belo Corporation (TX) Common Stock,N, ,N,100.0,N,,AHC,AHC,N,AHC,Energy,Wikipedia-High,38.5
Y,AHCO,AdaptHealth Corp.  - Class A Common Stock,Q,S,N,100.0,N,N,,AHCO,N,AHCO,Health Care,Nasdaq,100.0
Y,AHH,"Armada Hoffler Properties, Inc. Common Stock",N, ,N,100.0,N,,AHH,AHH,N,AHH,Finance,Nasdaq,100.0
Y,AHPI,"Allied Healthcare Products, Inc. - Common Stock",Q,S,N,100.0,N,N,,AHPI,N,AHPI,Healthcare,Name-Match,48.0
Y,AHT,Ashford Hospitality Trust Inc Common Stock,N, ,N,100.0,N,,AHT,AHT,N,AHT,Real Estate,Nasdaq,100.0
Y,AI,Arlington Asset Investment Corp Class A (new),N, ,N,100.0,N,,AI,AI,N,AI,Technology,Nasdaq,100.0
Y,AIF,Apollo Tactical Income Fund Inc. Common Stock,N, ,N,100.0,N,,AIF,AIF,N,AIF,Technology,Wikipedia-High,109.5
Y,AIG,"American International Group, Inc. New Common Stock",N, ,N,100.0,N,,AIG,AIG,N,AIG,Finance,Nasdaq,100.0
Y,AIH,Aesthetic Medical International Holdings Group Ltd. - American Depositary Shares,Q,G,N,100.0,N,N,,AIH,N,AIH,Healthcare,Name-Match,60.0
Y,AIHS,Senmiao Technology Limited - Common Stock,Q,S,N,100.0,N,D,,AIHS,N,AIHS,Finance,Nasdaq,100.0
Y,AIKI,AIkido Pharma Inc. - Common Stock,Q,S,N,100.0,N,N,,AIKI,N,AIKI,Healthcare,Name-Match,60.0
Y,AIM,AIM ImmunoTech Inc. Common Stock,A, ,N,100.0,N,,AIM,AIM,N,AIM,Health Care,Nasdaq,100.0
Y,AIMC,Altra Industrial Motion Corp. - Common Stock,Q,Q,N,100.0,N,N,,AIMC,N,AIMC,Industrials,Name-Match,24.0
Y,AIMT,"Aimmune Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AIMT,N,AIMT,Healthcare,Name-Match,180.0
Y,AIN,Albany International Corporation Common Stock,N, ,N,100.0,N,,AIN,AIN,N,AIN,Consumer Discretionary,Nasdaq,100.0
Y,AINC,Ashford Inc. (Holding Company) Common Stock,A, ,N,100.0,N,,AINC,AINC,N,AINC,Industrials,Wikipedia-High,22.5
Y,AIR,AAR Corp. Common Stock,N, ,N,100.0,N,,AIR,AIR,N,AIR,Industrials,Nasdaq,100.0
Y,AIRG,"Airgain, Inc. - Common Stock",Q,S,N,100.0,N,N,,AIRG,N,AIRG,Technology,Nasdaq,100.0
Y,AIRI,Air Industries Group Common Stock,A, ,N,100.0,N,,AIRI,AIRI,N,AIRI,Industrials,Nasdaq,100.0
Y,AIRT,"Air T, Inc. - Common Stock",Q,G,N,100.0,N,N,,AIRT,N,AIRT,Consumer Discretionary,Nasdaq,100.0
Y,AIRTP,"Air T, Inc. - Trust Preferred Securities",Q,G,N,100.0,N,N,,AIRTP,N,AIRTP,Consumer Discretionary,Nasdaq,100.0
Y,AIT,"Applied Industrial Technologies, Inc. Common Stock",N, ,N,100.0,N,,AIT,AIT,N,AIT,Consumer Discretionary,Nasdaq,100.0
Y,AIV,Apartment Investment and Management Company Common Stock,N, ,N,100.0,N,,AIV,AIV,N,AIV,Real Estate,Nasdaq,100.0
Y,AIZ,"Assurant, Inc. Common Stock",N, ,N,100.0,N,,AIZ,AIZ,N,AIZ,Finance,Nasdaq,100.0
Y,AJG,Arthur J. Gallagher & Co. Common Stock,N, ,N,100.0,N,,AJG,AJG,N,AJG,Finance,Nasdaq,100.0
Y,AJRD,"Aerojet Rocketdyne Holdings, Inc. Common Stock",N, ,N,100.0,N,,AJRD,AJRD,N,AJRD,Industrials,Wikipedia-High,82.0
Y,AJX,Great Ajax Corp. Common Stock,N, ,N,100.0,N,,AJX,AJX,N,AJX,Communication Services,Wikipedia-High,38.0
Y,AKAM,"Akamai Technologies, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AKAM,N,AKAM,Real Estate,Nasdaq,100.0
Y,AKBA,"Akebia Therapeutics, Inc. - Common Stock",Q,G,N,100.0,N,N,,AKBA,N,AKBA,Health Care,Nasdaq,100.0
Y,AKCA,"Akcea Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AKCA,N,AKCA,Healthcare,Name-Match,180.0
Y,AKER,Akers Biosciences Inc. - Common Stock,Q,S,N,100.0,N,N,,AKER,N,AKER,Energy,AnnualReports-Success,45.0
Y,AKG,Asanko Gold Inc.,A, ,N,100.0,N,,AKG,AKG,N,AKG,Materials,Wikipedia-High,142.5
Y,AKR,Acadia Realty Trust Common Stock,N, ,N,100.0,N,,AKR,AKR,N,AKR,Real Estate,Nasdaq,100.0
Y,AKRO,"Akero Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AKRO,N,AKRO,Health Care,Nasdaq,100.0
Y,AKRX,"Akorn, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AKRX,N,AKRX,Healthcare,AnnualReports-Success,72.0
Y,AKTS,"Akoustis Technologies, Inc. - Common Stock",Q,S,N,100.0,N,N,,AKTS,N,AKTS,Industrials,AnnualReports-Success,36.0
Y,AL,Air Lease Corporation Class A Common Stock,N, ,N,100.0,N,,AL,AL,N,AL,Consumer Discretionary,Nasdaq,100.0
Y,ALAC,Alberton Acquisition Corporation - Ordinary Shares,Q,S,N,100.0,N,N,,ALAC,N,ALAC,Communication Services,Wikipedia-High,51.5
Y,ALACU,Alberton Acquisition Corporation - Unit,Q,S,N,100.0,N,N,,ALACU,N,ALACU,Communication Services,Wikipedia-High,51.5
Y,ALB,Albemarle Corporation Common Stock,N, ,N,100.0,N,,ALB,ALB,N,ALB,Industrials,Nasdaq,100.0
Y,ALBO,"Albireo Pharma, Inc. - Common Stock",Q,S,N,100.0,N,N,,ALBO,N,ALBO,Healthcare,Name-Match,60.0
Y,ALC,Alcon Inc. Ordinary Shares,N, ,N,100.0,N,,ALC,ALC,N,ALC,Health Care,Nasdaq,100.0
Y,ALCO,"Alico, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALCO,N,ALCO,Financial,Wikipedia-High,229.0
Y,ALDX,"Aldeyra Therapeutics, Inc. - Common Stock",Q,S,N,100.0,N,N,,ALDX,N,ALDX,Health Care,Nasdaq,100.0
Y,ALE,"Allete, Inc.",N, ,N,100.0,N,,ALE,ALE,N,ALE,Utilities,Nasdaq,100.0
Y,ALEC,"Alector, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALEC,N,ALEC,Health Care,Nasdaq,100.0
Y,ALEX,"Alexander & Baldwin, Inc. Common Stock REIT Holding Company",N, ,N,100.0,N,,ALEX,ALEX,N,ALEX,Real Estate,Nasdaq,100.0
Y,ALG,"Alamo Group, Inc. Common Stock",N, ,N,100.0,N,,ALG,ALG,N,ALG,Industrials,Nasdaq,100.0
Y,ALGN,"Align Technology, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALGN,N,ALGN,Health Care,Nasdaq,100.0
Y,ALGR,Allegro Merger Corp. - Common Stock,Q,S,N,100.0,N,D,,ALGR,N,ALGR,Financial,Wikipedia-High,120.5
Y,ALGRU,Allegro Merger Corp. - Unit,Q,S,N,100.0,N,D,,ALGRU,N,ALGRU,Consumer Discretionary,Wikipedia-High,60.0
Y,ALGT,Allegiant Travel Company - Common Stock,Q,Q,N,100.0,N,N,,ALGT,N,ALGT,Consumer Discretionary,Nasdaq,100.0
Y,ALIM,"Alimera Sciences, Inc. - Common Stock",Q,G,N,100.0,N,N,,ALIM,N,ALIM,Industrials,AnnualReports-Success,102.0
Y,ALJJ,"ALJ Regional Holdings, Inc. - Common Stock",Q,G,N,100.0,N,N,,ALJJ,N,ALJJ,Utilities,Wikipedia-High,142.5
Y,ALK,"Alaska Air Group, Inc. Common Stock",N, ,N,100.0,N,,ALK,ALK,N,ALK,Consumer Discretionary,Nasdaq,100.0
Y,ALKS,Alkermes plc - Ordinary Shares,Q,Q,N,100.0,N,N,,ALKS,N,ALKS,Health Care,Nasdaq,100.0
Y,ALL,Allstate Corporation (The) Common Stock,N, ,N,100.0,N,,ALL,ALL,N,ALL,Finance,Nasdaq,100.0
Y,ALLE,Allegion plc Ordinary Shares,N, ,N,100.0,N,,ALLE,ALLE,N,ALLE,Consumer Discretionary,Nasdaq,100.0
Y,ALLK,Allakos Inc. - Common Stock,Q,Q,N,100.0,N,N,,ALLK,N,ALLK,Healthcare,Wikipedia-High,185.0
Y,ALLO,"Allogene Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALLO,N,ALLO,Health Care,Nasdaq,100.0
Y,ALLT,Allot Ltd. - Ordinary Shares,Q,Q,N,100.0,N,N,,ALLT,N,ALLT,Telecommunications,Nasdaq,100.0
Y,ALLY,Ally Financial Inc. Common Stock,N, ,N,100.0,N,,ALLY,ALLY,N,ALLY,Finance,Nasdaq,100.0
Y,ALNA,"Allena Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALNA,N,ALNA,Healthcare,Name-Match,180.0
Y,ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALNY,N,ALNY,Health Care,Nasdaq,100.0
