Nasdaq Traded,Symbol,Company Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares,Symbol_Clean,Sector,source,confidence
Y,ALO,Alio Gold Inc. Common Shares (Canada),A, ,N,100.0,N,,ALO,ALO,N,ALO,Energy,Wikipedia-High,23.5
Y,ALOT,"AstroNova, Inc. - Common Stock",Q,G,N,100.0,N,N,,ALOT,N,ALOT,Technology,Nasdaq,100.0
Y,ALPN,"Alpine Immune Sciences, Inc. - Common Stock",Q,G,N,100.0,N,N,,ALPN,N,ALPN,Healthcare,Wikipedia-High,206.0
Y,ALRM,"Alarm.com Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALRM,N,ALRM,Technology,Nasdaq,100.0
Y,ALRN,"Aileron Therapeutics, Inc. - Common Stock",Q,S,N,100.0,N,D,,ALRN,N,ALRN,Healthcare,Name-Match,180.0
Y,ALRS,Alerus Financial Corporation - Common Stock,Q,S,N,100.0,N,N,,ALRS,N,ALRS,Finance,Nasdaq,100.0
Y,ALSK,"Alaska Communications Systems Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALSK,N,ALSK,Communication Services,Name-Match,24.0
Y,ALSN,"Allison Transmission Holdings, Inc. Common Stock",N, ,N,100.0,N,,ALSN,ALSN,N,ALSN,Consumer Discretionary,Nasdaq,100.0
Y,ALT,"Altimmune, Inc. - Common Stock",Q,G,N,100.0,N,N,,ALT,N,ALT,Health Care,Nasdaq,100.0
Y,ALTG,Alta Equipment Group Inc. Class A Common Stock,N, ,N,100.0,N,,ALTG,ALTG,N,ALTG,Industrials,Nasdaq,100.0
Y,ALTM,Altus Midstream Company - Class A Common Stock,Q,G,N,100.0,N,N,,ALTM,N,ALTM,Energy,Wikipedia-High,196.0
Y,ALTR,Altair Engineering Inc. - Class A Common Stock,Q,Q,N,100.0,N,N,,ALTR,N,ALTR,Industrials,Name-Match,60.0
Y,ALUS,Alussa Energy Acquisition Corp. Class A Ordinary Shares,N, ,N,100.0,N,,ALUS,ALUS,N,ALUS,Energy,Name-Match,60.0
Y,ALV,"Autoliv, Inc. Common Stock",N, ,N,100.0,N,,ALV,ALV,N,ALV,Consumer Discretionary,Nasdaq,100.0
Y,ALX,"Alexander's, Inc. Common Stock",N, ,N,100.0,N,,ALX,ALX,N,ALX,Real Estate,Nasdaq,100.0
Y,ALXN,"Alexion Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALXN,N,ALXN,Healthcare,Name-Match,180.0
Y,ALYA,Alithya Group inc. - Class A subordinate voting shares,Q,S,N,100.0,N,N,,ALYA,N,ALYA,Technology,AnnualReports-Success,51.0
Y,AM,Antero Midstream Corporation Common Stock,N, ,N,100.0,N,,AM,AM,N,AM,Utilities,Nasdaq,100.0
Y,AMAG,"AMAG Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMAG,N,AMAG,Healthcare,Name-Match,180.0
Y,AMAL,Amalgamated Bank - Class A Common Stock,Q,G,N,100.0,N,N,,AMAL,N,AMAL,Finance,Nasdaq,100.0
Y,AMAT,"Applied Materials, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMAT,N,AMAT,Technology,Nasdaq,100.0
Y,AMBA,"Ambarella, Inc. - Ordinary Shares",Q,Q,N,100.0,N,N,,AMBA,N,AMBA,Technology,Nasdaq,100.0
Y,AMBC,"Ambac Financial Group, Inc. Common Stock",N, ,N,100.0,N,,AMBC,AMBC,N,AMBC,Finance,Nasdaq,100.0
Y,AMBO,"Ambow Education Holding Ltd. American Depository Shares, each representing two Class A ordinary shares",A, ,N,100.0,N,,AMBO,AMBO,N,AMBO,Real Estate,Nasdaq,100.0
Y,AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",N, ,N,100.0,N,,AMC,AMC,N,AMC,Consumer Discretionary,Nasdaq,100.0
Y,AMCI,AMCI Acquisition Corp. - Class A Common Stock,Q,S,N,100.0,N,N,,AMCI,N,AMCI,Financial,AnnualReports-Success,51.0
Y,AMCIU,AMCI Acquisition Corp. - Unit,Q,S,N,100.0,N,N,,AMCIU,N,AMCIU,Healthcare,Wikipedia-High,164.0
Y,AMCR,Amcor plc Ordinary Shares,N, ,N,100.0,N,,AMCR,AMCR,N,AMCR,Consumer Discretionary,Nasdaq,100.0
Y,AMCX,AMC Networks Inc. - Class A Common Stock,Q,Q,N,100.0,N,N,,AMCX,N,AMCX,Telecommunications,Nasdaq,100.0
Y,AMD,"Advanced Micro Devices, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMD,N,AMD,Technology,Nasdaq,100.0
Y,AME,"AMETEK, Inc.",N, ,N,100.0,N,,AME,AME,N,AME,Industrials,Nasdaq,100.0
Y,AMED,Amedisys Inc - Common Stock,Q,Q,N,100.0,N,N,,AMED,N,AMED,Healthcare,Wikipedia-High,79.5
Y,AMEH,"Apollo Medical Holdings, Inc. - Common Stock",Q,S,N,100.0,N,N,,AMEH,N,AMEH,Healthcare,Name-Match,60.0
Y,AMG,"Affiliated Managers Group, Inc. Common Stock",N, ,N,100.0,N,,AMG,AMG,N,AMG,Finance,Nasdaq,100.0
Y,AMGN,Amgen Inc. - Common Stock,Q,Q,N,100.0,N,N,,AMGN,N,AMGN,Health Care,Nasdaq,100.0
Y,AMHC,Amplitude Healthcare Acquisition Corporation - Class A Common Stock,Q,S,N,100.0,N,N,,AMHC,N,AMHC,Healthcare,Name-Match,48.0
Y,AMHCU,Amplitude Healthcare Acquisition Corporation - Unit,Q,S,N,100.0,N,N,,AMHCU,N,AMHCU,Healthcare,Name-Match,48.0
Y,AMK,"AssetMark Financial Holdings, Inc. Common Stock",N, ,N,100.0,N,,AMK,AMK,N,AMK,Financial,Name-Match,24.0
Y,AMKR,"Amkor Technology, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMKR,N,AMKR,Technology,Nasdaq,100.0
Y,AMN,AMN Healthcare Services Inc AMN Healthcare Services Inc,N, ,N,100.0,N,,AMN,AMN,N,AMN,Consumer Discretionary,Nasdaq,100.0
Y,AMNB,"American National Bankshares, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMNB,N,AMNB,Financial,Name-Match,24.0
Y,AMOT,"Allied Motion Technologies, Inc. - Common Stock",Q,G,N,100.0,N,N,,AMOT,N,AMOT,Industrials,Wikipedia-High,308.0
Y,AMP,"Ameriprise Financial, Inc. Common Stock",N, ,N,100.0,N,,AMP,AMP,N,AMP,Finance,Nasdaq,100.0
Y,AMPE,"Ampio Pharmaceuticals, Inc.",A, ,N,100.0,N,,AMPE,AMPE,N,AMPE,Healthcare,Name-Match,180.0
Y,AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMPH,N,AMPH,Health Care,Nasdaq,100.0
Y,AMPY,Amplify Energy Corp. Common Stock,N, ,N,100.0,N,,AMPY,AMPY,N,AMPY,Energy,Nasdaq,100.0
Y,AMRB,American River Bankshares - Common Stock,Q,Q,N,100.0,N,N,,AMRB,N,AMRB,Financial,Name-Match,24.0
Y,AMRC,"Ameresco, Inc. Class A Common Stock",N, ,N,100.0,N,,AMRC,AMRC,N,AMRC,Consumer Discretionary,Nasdaq,100.0
Y,AMRH,"Ameri Holdings, Inc. - Common Stock",Q,S,N,100.0,N,N,,AMRH,N,AMRH,Financial,Wikipedia-High,94.5
Y,AMRK,"A-Mark Precious Metals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMRK,N,AMRK,Industrials,Nasdaq,100.0
Y,AMRN,"Amarin Corporation plc - American Depositary Shares, each representing one Ordinary Share",Q,G,N,100.0,N,N,,AMRN,N,AMRN,Health Care,Nasdaq,100.0
Y,AMRS,"Amyris, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMRS,N,AMRS,Healthcare,Wikipedia-High,245.0
Y,AMRX,"Amneal Pharmaceuticals, Inc. Class A Common Stock",N, ,N,100.0,N,,AMRX,AMRX,N,AMRX,Health Care,Nasdaq,100.0
Y,AMS,American Shared Hospital Services Common Stock,A, ,N,100.0,N,,AMS,AMS,N,AMS,Health Care,Nasdaq,100.0
Y,AMSC,American Superconductor Corporation - Common Stock,Q,Q,N,100.0,N,N,,AMSC,N,AMSC,Consumer Discretionary,Nasdaq,100.0
Y,AMSF,"AMERISAFE, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMSF,N,AMSF,Finance,Nasdaq,100.0
Y,AMSWA,"American Software, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,AMSWA,N,AMSWA,Technology,Name-Match,60.0
Y,AMT,American Tower Corporation (REIT) Common Stock,N, ,N,100.0,N,,AMT,AMT,N,AMT,Real Estate,Nasdaq,100.0
Y,AMTB,Amerant Bancorp Inc. - Class A Common Stock,Q,Q,N,100.0,N,N,,AMTB,N,AMTB,Finance,Nasdaq,100.0
Y,AMTBB,Amerant Bancorp Inc. - Class B Common Stock,Q,Q,N,100.0,N,N,,AMTBB,N,AMTBB,Financial,AnnualReports-Success,76.0
Y,AMTD,TD Ameritrade Holding Corporation - Common Stock,Q,Q,N,100.0,N,N,,AMTD,N,AMTD,Finance,Nasdaq,100.0
Y,AMTX,"Aemetis, Inc - Common Stock",Q,G,N,100.0,N,D,,AMTX,N,AMTX,Industrials,Nasdaq,100.0
Y,AMU,ETRACS Alerian MLP Index ETN,P, ,N,100.0,N,,AMU,AMU,N,AMU,Materials,AnnualReports-Success,36.0
Y,AMWD,American Woodmark Corporation - Common Stock,Q,Q,N,100.0,N,N,,AMWD,N,AMWD,Basic Materials,Nasdaq,100.0
Y,AMZN,"Amazon.com, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMZN,N,AMZN,Consumer Discretionary,Nasdaq,100.0
Y,AN,"AutoNation, Inc. Common Stock",N, ,N,100.0,N,,AN,AN,N,AN,Consumer Discretionary,Nasdaq,100.0
Y,ANAB,"AnaptysBio, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ANAB,N,ANAB,Health Care,Nasdaq,100.0
Y,ANAT,American National Insurance Company - Common Stock,Q,Q,N,100.0,N,N,,ANAT,N,ANAT,Financial,Name-Match,180.0
Y,ANCN,Anchiano Therapeutics Ltd. - American Depositary Shares,Q,S,N,100.0,N,N,,ANCN,N,ANCN,Healthcare,Name-Match,180.0
Y,ANDA,Andina Acquisition Corp. III - Ordinary Shares,Q,S,N,100.0,N,N,,ANDA,N,ANDA,Financial,AnnualReports-Success,45.0
Y,ANDAU,Andina Acquisition Corp. III - Unit,Q,S,N,100.0,N,N,,ANDAU,N,ANDAU,Healthcare,Wikipedia-High,70.5
Y,ANDE,"The Andersons, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ANDE,N,ANDE,Industrials,Nasdaq,100.0
Y,ANET,"Arista Networks, Inc. Common Stock",N, ,N,100.0,N,,ANET,ANET,N,ANET,Telecommunications,Nasdaq,100.0
Y,ANF,Abercrombie & Fitch Company Common Stock,N, ,N,100.0,N,,ANF,ANF,N,ANF,Consumer Discretionary,Nasdaq,100.0
Y,ANGI,ANGI Homeservices Inc. - Class A Common Stock,Q,Q,N,100.0,N,N,,ANGI,N,ANGI,Consumer Discretionary,Nasdaq,100.0
Y,ANGO,"AngioDynamics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ANGO,N,ANGO,Health Care,Nasdaq,100.0
Y,ANH,Anworth Mortgage Asset Corporation Common Stock,N, ,N,100.0,N,,ANH,ANH,N,ANH,Financial,Name-Match,60.0
Y,ANIK,Anika Therapeutics Inc. - Common Stock,Q,Q,N,100.0,N,N,,ANIK,N,ANIK,Health Care,Nasdaq,100.0
Y,ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",Q,G,N,100.0,N,N,,ANIP,N,ANIP,Health Care,Nasdaq,100.0
Y,ANIX,"Anixa Biosciences, Inc. - Common Stock",Q,S,N,100.0,N,N,,ANIX,N,ANIX,Health Care,Nasdaq,100.0
Y,ANPC,"AnPac Bio-Medical Science Co., Ltd. - American Depositary Shares",Q,G,N,100.0,N,N,,ANPC,N,ANPC,Healthcare,Name-Match,60.0
Y,ANSS,"ANSYS, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ANSS,N,ANSS,Financial,Wikipedia-High,104.0
Y,ANTE,"AirNet Technology Inc. - American Depositary Shares, each representing ten ordinary shares",Q,S,N,100.0,N,N,,ANTE,N,ANTE,Technology,Name-Match,60.0
Y,ANTM,"Anthem, Inc. Common Stock",N, ,N,100.0,N,,ANTM,ANTM,N,ANTM,Healthcare,Wikipedia-High,174.0
Y,ANVS,"Annovis Bio, Inc. Common Stock",A, ,N,100.0,N,,ANVS,ANVS,N,ANVS,Health Care,Nasdaq,100.0
Y,AOBC,American Outdoor Brands Corporation - Common Stock,Q,Q,N,100.0,N,N,,AOBC,N,AOBC,Materials,Wikipedia-High,47.5
Y,AOD,Aberdeen Total Dynamic Dividend Fund Common Stock,N, ,N,100.0,N,,AOD,AOD,N,AOD,Finance,Nasdaq,100.0
Y,AON,Aon plc Class A Ordinary Shares (Ireland),N, ,N,100.0,N,,AON,AON,N,AON,Finance,Nasdaq,100.0
Y,AOS,A.O. Smith Corporation Common Stock,N, ,N,100.0,N,,AOS,AOS,N,AOS,Consumer Discretionary,Nasdaq,100.0
Y,AOSL,Alpha and Omega Semiconductor Limited - Common Shares,Q,Q,N,100.0,N,N,,AOSL,N,AOSL,Technology,Nasdaq,100.0
Y,AP,Ampco-Pittsburgh Corporation Common Stock,N, ,N,100.0,N,,AP,AP,N,AP,Industrials,Nasdaq,100.0
Y,APA,Apache Corporation Common Stock,N, ,N,100.0,N,,APA,APA,N,APA,Energy,Nasdaq,100.0
Y,APAM,Artisan Partners Asset Management Inc. Class A Common Stock,N, ,N,100.0,N,,APAM,APAM,N,APAM,Finance,Nasdaq,100.0
Y,APD,"Air Products and Chemicals, Inc. Common Stock",N, ,N,100.0,N,,APD,APD,N,APD,Basic Materials,Nasdaq,100.0
Y,APDN,"Applied DNA Sciences, Inc. - Common Stock",Q,S,N,100.0,N,N,,APDN,N,APDN,Technology,Name-Match,24.0
Y,APEI,"American Public Education, Inc. - Common Stock",Q,Q,N,100.0,N,N,,APEI,N,APEI,Real Estate,Nasdaq,100.0
Y,APEN,"Apollo Endosurgery, Inc. - Common Stock",Q,G,N,100.0,N,N,,APEN,N,APEN,Healthcare,AnnualReports-Success,57.0
Y,APEX,Apex Global Brands Inc. - Common Stock,Q,S,N,100.0,N,D,,APEX,N,APEX,Consumer Discretionary,Wikipedia-High,90.0
Y,APH,Amphenol Corporation Common Stock,N, ,N,100.0,N,,APH,APH,N,APH,Technology,Nasdaq,100.0
Y,APHA,Aphria Inc. Common Shares,N, ,N,100.0,N,,APHA,APHA,N,APHA,Healthcare,Wikipedia-High,142.0
Y,APLS,"Apellis Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,APLS,N,APLS,Health Care,Nasdaq,100.0
Y,APLT,"Applied Therapeutics, Inc. - Common Stock",Q,G,N,100.0,N,N,,APLT,N,APLT,Health Care,Nasdaq,100.0
Y,APM,Aptorum Group Limited - Class A Ordinary Shares,Q,G,N,100.0,N,N,,APM,N,APM,Health Care,Nasdaq,100.0
Y,APO,"Apollo Global Management, Inc. Class A Common Stock",N, ,N,100.0,N,,APO,APO,N,APO,Finance,Nasdaq,100.0
Y,APOG,"Apogee Enterprises, Inc. - Common Stock",Q,Q,N,100.0,N,N,,APOG,N,APOG,Consumer Discretionary,Nasdaq,100.0
Y,APOP,Cellect Biotechnology Ltd. - American Depositary Shares,Q,S,N,100.0,N,N,,APOP,N,APOP,Healthcare,Name-Match,240.0
Y,APPF,"AppFolio, Inc. - Class A Common Stock",Q,G,N,100.0,N,N,,APPF,N,APPF,Technology,Nasdaq,100.0
Y,APPN,Appian Corporation - Class A Common Stock,Q,G,N,100.0,N,N,,APPN,N,APPN,Technology,Nasdaq,100.0
Y,APPS,"Digital Turbine, Inc. - Common Stock",Q,S,N,100.0,N,N,,APPS,N,APPS,Miscellaneous,Nasdaq,100.0
Y,APRE,"Aprea Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,APRE,N,APRE,Health Care,Nasdaq,100.0
Y,APRN,"Blue Apron Holdings, Inc. Class A Common Stock",N, ,N,100.0,N,,APRN,APRN,N,APRN,Consumer Staples,Wikipedia-High,21.0
Y,APT,"Alpha Pro Tech, Ltd. Common Stock",A, ,N,100.0,N,,APT,APT,N,APT,Health Care,Nasdaq,100.0
Y,APTO,"Aptose Biosciences, Inc. - Common Shares",Q,S,N,100.0,N,N,,APTO,N,APTO,Healthcare,AnnualReports-Success,177.0
Y,APTS,"Preferred Apartment Communities, Inc. Common Stock",N, ,N,100.0,N,,APTS,APTS,N,APTS,Consumer Discretionary,Wikipedia-High,69.5
Y,APTV,Aptiv PLC Ordinary Shares,N, ,N,100.0,N,,APTV,APTV,N,APTV,Consumer Discretionary,Nasdaq,100.0
Y,APTX,Aptinyx Inc. - Common Stock,Q,Q,N,100.0,N,N,,APTX,N,APTX,Healthcare,AnnualReports-Success,147.0
Y,APVO,Aptevo Therapeutics Inc. - Common Stock,Q,S,N,100.0,N,D,,APVO,N,APVO,Health Care,Nasdaq,100.0
Y,APWC,"Asia Pacific Wire & Cable Corporation Limited - Common shares, Par value .01 per share",Q,G,N,100.0,N,D,,APWC,N,APWC,Industrials,Nasdaq,100.0
Y,APXT,Apex Technology Acquisition Corporation - Class A Common Stock,Q,S,N,100.0,N,N,,APXT,N,APXT,Technology,Name-Match,60.0
Y,APXTU,Apex Technology Acquisition Corporation - Unit,Q,S,N,100.0,N,N,,APXTU,N,APXTU,Technology,Name-Match,60.0
Y,APY,Apergy Corporation Common Stock ,N, ,N,100.0,N,,APY,APY,N,APY,Energy,Wikipedia-High,76.5
Y,APYX,Apyx Medical Corporation - Common Stock,Q,Q,N,100.0,N,N,,APYX,N,APYX,Health Care,Nasdaq,100.0
Y,AQB,"AquaBounty Technologies, Inc. - Common Stock",Q,S,N,100.0,N,N,,AQB,N,AQB,Consumer Staples,Nasdaq,100.0
Y,AQMS,"Aqua Metals, Inc. - Common Stock",Q,S,N,100.0,N,D,,AQMS,N,AQMS,Industrials,Nasdaq,100.0
Y,AQST,"Aquestive Therapeutics, Inc. - Common Stock",Q,G,N,100.0,N,N,,AQST,N,AQST,Health Care,Nasdaq,100.0
Y,AQUA,Evoqua Water Technologies Corp. Common Stock,N, ,N,100.0,N,,AQUA,AQUA,N,AQUA,Utilities,Name-Match,60.0
Y,AR,Antero Resources Corporation Common Stock,N, ,N,100.0,N,,AR,AR,N,AR,Energy,Nasdaq,100.0
Y,ARA,"American Renal Associates Holdings, Inc Common Stock",N, ,N,100.0,N,,ARA,ARA,N,ARA,Healthcare,Wikipedia-High,144.0
Y,ARAV,"Aravive, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ARAV,N,ARAV,Healthcare,AnnualReports-Success,149.0
Y,ARAY,Accuray Incorporated - Common Stock,Q,Q,N,100.0,N,N,,ARAY,N,ARAY,Health Care,Nasdaq,100.0
Y,ARC,"ARC Document Solutions, Inc. Common Stock",N, ,N,100.0,N,,ARC,ARC,N,ARC,Technology,Wikipedia-High,43.5
Y,ARCB,ArcBest Corporation - Common Stock,Q,Q,N,100.0,N,N,,ARCB,N,ARCB,Industrials,Nasdaq,100.0
Y,ARCE,Arco Platform Limited - Class A Common Shares,Q,Q,N,100.0,N,N,,ARCE,N,ARCE,Technology,Name-Match,24.0
Y,ARCH,"Arch Coal, Inc. Class A Common Stock",N, ,N,100.0,N,,ARCH,ARCH,N,ARCH,Financial,Wikipedia-High,66.5
Y,ARCO,Arcos Dorados Holdings Inc. Class A Shares,N, ,N,100.0,N,,ARCO,ARCO,N,ARCO,Consumer Discretionary,Nasdaq,100.0
Y,ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,Q,G,N,100.0,N,N,,ARCT,N,ARCT,Health Care,Nasdaq,100.0
Y,ARD,Ardagh Group S.A. Common Shares,N, ,N,100.0,N,,ARD,ARD,N,ARD,Communication Services,Wikipedia-High,111.5
Y,ARDS,Aridis Pharmaceuticals Inc. - Common Stock,Q,S,N,100.0,N,N,,ARDS,N,ARDS,Healthcare,Name-Match,180.0
Y,ARDX,"Ardelyx, Inc. - Common Stock",Q,G,N,100.0,N,N,,ARDX,N,ARDX,Health Care,Nasdaq,100.0
Y,ARE,"Alexandria Real Estate Equities, Inc. Common Stock",N, ,N,100.0,N,,ARE,ARE,N,ARE,Real Estate,Nasdaq,100.0
Y,AREC,American Resources Corporation - Class A Common Stock,Q,S,N,100.0,N,D,,AREC,N,AREC,Energy,Nasdaq,100.0
Y,ARES,Ares Management Corporation Class A Common Stock,N, ,N,100.0,N,,ARES,ARES,N,ARES,Finance,Nasdaq,100.0
Y,ARGO,"Argo Group International Holdings, Ltd.",N, ,N,100.0,N,,ARGO,ARGO,N,ARGO,Financial,Wikipedia-High,35.0
Y,ARI,"Apollo Commercial Real Estate Finance, Inc",N, ,N,100.0,N,,ARI,ARI,N,ARI,Real Estate,Nasdaq,100.0
Y,ARKR,Ark Restaurants Corp. - Common Stock,Q,G,N,100.0,N,N,,ARKR,N,ARKR,Consumer Discretionary,Nasdaq,100.0
Y,ARL,"American Realty Investors, Inc. Common Stock",N, ,N,100.0,N,,ARL,ARL,N,ARL,Real Estate,Nasdaq,100.0
Y,ARLO,"Arlo Technologies, Inc. Common Stock",N, ,N,100.0,N,,ARLO,ARLO,N,ARLO,Consumer Staples,Nasdaq,100.0
Y,ARLP,"Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",Q,Q,N,100.0,N,N,,ARLP,N,ARLP,Energy,Nasdaq,100.0
Y,ARMK,Aramark Common Stock,N, ,N,100.0,N,,ARMK,ARMK,N,ARMK,Consumer Discretionary,Nasdaq,100.0
Y,ARMP,"Armata Pharmaceuticals, Inc. Common Stock",A, ,N,100.0,N,,ARMP,ARMP,N,ARMP,Health Care,Nasdaq,100.0
Y,ARNA,"Arena Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ARNA,N,ARNA,Healthcare,Name-Match,180.0
Y,ARNC,Arconic Corporation Common Stock ,N, ,N,100.0,N,,ARNC,ARNC,N,ARNC,Energy,Wikipedia-High,61.0
Y,AROC,"Archrock, Inc. Common Stock",N, ,N,100.0,N,,AROC,AROC,N,AROC,Utilities,Nasdaq,100.0
Y,AROW,Arrow Financial Corporation - Common Stock,Q,Q,N,100.0,N,N,,AROW,N,AROW,Finance,Nasdaq,100.0
Y,ARPO,"Aerpio Pharmaceuticals, Inc. - Common Stock",Q,S,N,100.0,N,D,,ARPO,N,ARPO,Healthcare,Name-Match,180.0
Y,ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",Q,Q,N,100.0,N,N,,ARQT,N,ARQT,Health Care,Nasdaq,100.0
Y,ARR,"ARMOUR Residential REIT, Inc.",N, ,N,100.0,N,,ARR,ARR,N,ARR,Real Estate,Nasdaq,100.0
Y,ARTL,"Artelo Biosciences, Inc. - Common Stock",Q,S,N,100.0,N,N,,ARTL,N,ARTL,Health Care,Nasdaq,100.0
Y,ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,Q,Q,N,100.0,N,N,,ARTNA,N,ARTNA,Utilities,Nasdaq,100.0
Y,ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",Q,S,N,100.0,N,N,,ARTW,N,ARTW,Industrials,Nasdaq,100.0
Y,ARVN,"Arvinas, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ARVN,N,ARVN,Health Care,Nasdaq,100.0
Y,ARW,"Arrow Electronics, Inc. Common Stock",N, ,N,100.0,N,,ARW,ARW,N,ARW,Technology,Nasdaq,100.0
Y,ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ARWR,N,ARWR,Health Care,Nasdaq,100.0
Y,ARYA,ARYA Sciences Acquisition Corp. - Class A Ordinary Shares,Q,S,N,100.0,N,D,,ARYA,N,ARYA,Financial,Groq-Success,100.0
Y,ARYAU,ARYA Sciences Acquisition Corp. - Unit,Q,S,N,100.0,N,D,,ARYAU,N,ARYAU,Materials,Wikipedia-High,112.5
Y,ASA,ASA  Gold and Precious Metals Limited,N, ,N,100.0,N,,ASA,ASA,N,ASA,Industrials,Nasdaq,100.0
Y,ASB,Associated Banc-Corp Common Stock,N, ,N,100.0,N,,ASB,ASB,N,ASB,Finance,Nasdaq,100.0
Y,ASC,Ardmore Shipping Corporation Common Stock,N, ,N,100.0,N,,ASC,ASC,N,ASC,Consumer Discretionary,Nasdaq,100.0
Y,ASFI,"Asta Funding, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ASFI,N,ASFI,Consumer Discretionary,Wikipedia-High,22.0
Y,ASG,"Liberty All-Star Growth Fund, Inc.",N, ,N,100.0,N,,ASG,ASG,N,ASG,Finance,Nasdaq,100.0
Y,ASGN,ASGN Incorporated Common Stock,N, ,N,100.0,N,,ASGN,ASGN,N,ASGN,Consumer Discretionary,Nasdaq,100.0
Y,ASH,Ashland Global Holdings Inc. Common Stock,N, ,N,100.0,N,,ASH,ASH,N,ASH,Consumer Discretionary,Nasdaq,100.0
Y,ASIX,AdvanSix Inc. Common Stock ,N, ,N,100.0,N,,ASIX,ASIX,N,ASIX,Industrials,Nasdaq,100.0
Y,ASLN,ASLAN Pharmaceuticals Limited - American Depositary Shares,Q,G,N,100.0,N,N,,ASLN,N,ASLN,Healthcare,Name-Match,180.0
Y,ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),A, ,N,100.0,N,,ASM,ASM,N,ASM,Basic Materials,Nasdaq,100.0
Y,ASMB,"Assembly Biosciences, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ASMB,N,ASMB,Health Care,Nasdaq,100.0
Y,ASML,ASML Holding N.V. - New York Registry Shares,Q,Q,N,100.0,N,N,,ASML,N,ASML,Technology,Nasdaq,100.0
Y,ASNA,"Ascena Retail Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ASNA,N,ASNA,Consumer Discretionary,Name-Match,60.0
Y,ASPN,"Aspen Aerogels, Inc. Common Stock",N, ,N,100.0,N,,ASPN,ASPN,N,ASPN,Consumer Discretionary,Nasdaq,100.0
Y,ASPS,Altisource Portfolio Solutions S.A. - Common Stock,Q,Q,N,100.0,N,N,,ASPS,N,ASPS,Consumer Discretionary,Nasdaq,100.0
Y,ASPU,Aspen Group Inc. - Common Stock,Q,G,N,100.0,N,N,,ASPU,N,ASPU,Industrials,Wikipedia-High,60.0
Y,ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",N, ,N,100.0,N,,ASR,ASR,N,ASR,Consumer Discretionary,Nasdaq,100.0
Y,ASRT,"Assertio Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ASRT,N,ASRT,Health Care,Nasdaq,100.0
Y,ASRV,AmeriServ Financial Inc. - Common Stock,Q,G,N,100.0,N,N,,ASRV,N,ASRV,Finance,Nasdaq,100.0
Y,ASTC,Astrotech Corporation - Common Stock,Q,S,N,100.0,N,D,,ASTC,N,ASTC,Industrials,Nasdaq,100.0
Y,ASTE,"Astec Industries, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ASTE,N,ASTE,Industrials,Nasdaq,100.0
Y,ASUR,Asure Software Inc - Common Stock,Q,S,N,100.0,N,N,,ASUR,N,ASUR,Technology,Nasdaq,100.0
Y,ASX,"ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares) ",N, ,N,100.0,N,,ASX,ASX,N,ASX,Technology,Nasdaq,100.0
